"행정구역(시군구)별(1)",행정구역(시군구)별(2),2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019
"행정구역(시군구)별(1)",행정구역(시군구)별(2),급여총계,급여총계,과세대상근로소득(총급여),과세대상근로소득(총급여),과세표준,과세표준,결정세액,결정세액,급여총계,급여총계,과세대상근로소득(총급여),과세대상근로소득(총급여),과세표준,과세표준,결정세액,결정세액,급여총계,급여총계,과세대상근로소득(총급여),과세대상근로소득(총급여),과세표준,과세표준,결정세액,결정세액,급여총계,급여총계,과세대상근로소득(총급여),과세대상근로소득(총급여),과세표준,과세표준,결정세액,결정세액
"행정구역(시군구)별(1)",행정구역(시군구)별(2),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원)
"강원",삼척시,18837,600455,18790,593725,16290,302635,10684,21692,19358,638838,19311,632413,16894,326050,11692,23603,19678,669945,19633,663458,17308,344860,12332,25117,19514,688283,19416,681878,17285,359761,12696,27471
"강원",속초시,23984,672799,23937,668259,20775,318045,12461,20147,24361,716837,24299,712658,21332,348694,13501,23775,25661,782751,25600,778213,22723,386646,15519,26543,26893,849218,26824,844523,23938,422676,16895,29878
"강원",양구군,7164,227233,7133,225921,6469,109577,4581,6354,7066,235992,7041,234893,6442,115965,4695,7135,7193,246770,7167,245519,6553,123179,4928,7925,6976,248689,6953,247463,6436,125989,5018,8408
"강원",양양군,6621,185855,6539,184659,5688,89291,3480,5851,6970,200665,6822,199519,5901,99692,3872,7293,7261,222268,7202,220764,6299,112175,4341,8264,7591,241292,7474,239758,6683,122946,4780,9118
"강원",영월군,10151,313216,10129,311245,8843,157259,5831,11304,10315,332504,10288,330465,8962,171380,6075,13429,10443,347151,10407,344854,9195,179429,6538,13575,10545,366953,10517,363565,9395,191603,6904,14911
"강원",원주시,112244,3472557,112092,3445778,97359,1737254,61965,129311,114751,3725573,114394,3700290,100562,1899682,66927,146142,120663,4048966,120103,4025552,106656,2093292,73614,164321,126864,4380867,126321,4357555,112978,2277983,80575,181615
"강원",인제군,9788,317515,9712,315373,8651,155371,6151,9913,9950,332212,9839,330001,8808,165103,6425,11068,10042,348723,9961,346396,9002,176120,6849,12142,10535,371500,10436,369506,9485,189562,7415,13516
"강원",정선군,10566,309971,10537,306081,9034,151597,5836,9957,10551,325107,10531,321230,9183,161393,6083,10934,10837,339299,10813,334998,9413,169900,6507,11358,10894,360452,10875,355050,9647,182196,6995,12392
"강원",철원군,13394,399952,13321,397843,11800,189283,8145,10349,13270,418227,13192,416057,11832,202211,8341,11973,13281,434203,13220,432081,11968,213458,8731,13063,13298,450611,13236,448175,12051,223930,9080,14183
"강원",춘천시,89168,2789301,88894,2773482,77429,1392354,48460,102619,91628,2997277,91393,2981166,80323,1522472,52678,116911,94946,3225268,94650,3207977,84404,1663319,58213,129770,99263,3468477,98492,3449535,88679,1802711,63287,143011
"강원",태백시,14301,485482,14283,475037,12780,245029,8658,17100,14190,487246,14131,477136,12572,247289,8733,17387,14187,502432,14146,492679,12809,257833,9185,18283,14158,514446,14125,505102,12646,267592,9297,20016
"강원",평창군,10392,286989,10365,285818,8684,141129,5362,10499,10356,296735,10287,295602,8718,147581,5590,11001,10991,322335,10850,320935,9105,164861,6170,14143,11146,336183,10855,334652,9233,173913,6424,15548
"강원",홍천군,17758,506072,17726,503420,15232,243556,9762,15674,18077,537900,17950,535071,15671,264957,10396,18035,18262,567410,18105,564122,16087,284586,11150,19777,19527,616392,19131,612430,17046,312091,12273,22568
"강원",화천군,8635,270089,8458,268633,7552,130940,5667,7508,8315,272125,8084,270973,7297,134672,5603,8329,8068,275497,7905,274031,7093,138763,5579,8972,8608,294009,8422,292514,7582,147741,5978,9663
"강원",횡성군,11196,297761,11110,295897,9585,140525,5814,8807,11759,328745,11701,326875,10089,159715,6492,10637,12062,349823,11982,348133,10478,172228,6984,11733,12407,371919,12277,370083,10876,185889,7590,12715
"대전",소계,510344,17239731,508431,17116295,443346,9070643,283003,790725,513492,18001852,511401,17876619,450444,9592554,298396,858550,527312,18965215,524796,18833973,465508,10208477,315466,928545,543143,19967252,540311,19831575,481804,10807655,336156,1001190
"대전",대덕구,63619,1799223,63358,1788417,54512,876877,33086,58222,63060,1856372,62786,1846672,54830,918168,34963,61686,63656,1924661,63338,1914299,55779,965369,36473,66036,64126,2008626,63723,1998174,56679,1017723,38607,70711
"대전",동구,70027,1844297,69783,1832866,59465,859168,34486,51132,70391,1938560,70046,1927792,60320,923155,36821,57054,73368,2098661,73000,2086325,63459,1016438,40274,64575,73886,2187221,73428,2174947,64324,1072332,42591,69731
"대전",서구,168537,5601023,167941,5564113,145878,2915144,92172,245489,170449,5876253,169785,5839477,149305,3094645,97991,265686,175343,6211535,174567,6172480,154605,3300909,104045,286930,181012,6544804,180258,6505297,160628,3498287,111138,310571
"대전",유성구,130367,5706405,129857,5656542,116794,3284923,83074,351196,131984,5953730,131478,5899565,118851,3457792,86407,381073,136053,6231575,135336,6176336,122762,3647617,89857,410132,143730,6603505,142885,6544625,129538,3863694,96117,440656
"대전",중구,77794,2288782,77492,2274356,66697,1134531,40185,84686,77608,2376938,77306,2363113,67138,1198795,42214,93050,78892,2498782,78555,2484533,68903,1278145,44817,100872,80389,2623096,80017,2608531,70635,1355620,47703,109522
