,역번호,역사명,노선번호,노선명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,제공기관코드,제공기관명
165,111,남포역,S2601,부산도시철도 1호선,일반역,,,35.097953,129.034869,부산교통공사,부산광역시 중구 구덕로 지하 12,B551542,부산교통공사
166,110,자갈치역,S2601,부산도시철도 1호선,일반역,,,35.097372,129.02667,부산교통공사,부산광역시 중구 구덕로 지하 80,B551542,부산교통공사
167,109,토성역,S2601,부산도시철도 1호선,일반역,,,35.100727,129.019776,부산교통공사,부산광역시 서구 구덕로 지하 170,B551542,부산교통공사
168,108,동대신역,S2601,부산도시철도 1호선,일반역,,,35.110452,129.017684,부산교통공사,부산광역시 서구 구덕로 지하 290,B551542,부산교통공사
169,107,서대신역,S2601,부산도시철도 1호선,일반역,,,35.110937,129.012178,부산교통공사,부산광역시 서구 대영로 지하 1,B551542,부산교통공사
170,106,대티역,S2601,부산도시철도 1호선,일반역,,,35.103126,128.999936,부산교통공사,부산광역시 사하구 낙동대로 지하 141,B551542,부산교통공사
171,105,괴정역,S2601,부산도시철도 1호선,일반역,,,35.099816,128.992144,부산교통공사,부산광역시 사하구 낙동대로 지하 221,B551542,부산교통공사
172,104,사하역,S2601,부산도시철도 1호선,일반역,,,35.099847,128.9831,부산교통공사,부산광역시 사하구 낙동대로 지하 309,B551542,부산교통공사
173,103,당리역,S2601,부산도시철도 1호선,일반역,,,35.103532,128.973846,부산교통공사,부산광역시 사하구 낙동대로 지하 405,B551542,부산교통공사
174,102,하단역,S2601,부산도시철도 1호선,일반역,,,35.10618,128.966803,부산교통공사,부산광역시 사하구 낙동남로 지하 1415,B551542,부산교통공사
175,100,녹동역,S2901,광주도시철도 1호선,일반역,,,35.107028,126.933932,광주광역시 도시철도공사,광주광역시 동구 녹동길 45(용산동),B551232,광주광역시도시철도공사
176,101,소태역,S2901,광주도시철도 1호선,일반역,,,35.124108,126.932013,광주광역시 도시철도공사,광주광역시 동구 남문로 지하 587(소태동),B551232,광주광역시도시철도공사
177,102,학동증심사입구역,S2901,광주도시철도 1호선,일반역,,,35.133023,126.928382,광주광역시 도시철도공사,광주광역시 동구 남문로 지하 700(학동),B551232,광주광역시도시철도공사
178,103,남광주역,S2901,광주도시철도 1호선,일반역,,,35.1478534,126.921807,광주광역시 도시철도공사,광주광역시 동구 제봉로 지하 14(학동),B551232,광주광역시도시철도공사
179,104,문화전당역(구도청),S2901,광주도시철도 1호선,일반역,,,35.144698,126.9196731,광주광역시 도시철도공사,광주광역시 동구 문화전당로 26번길 지하 7(광산동),B551232,광주광역시도시철도공사
180,105,금남로4가역,S2901,광주도시철도 1호선,일반역,,,35.150976,126.914446,광주광역시 도시철도공사,광주광역시 동구 금남로 지하 210(금남로4가),B551232,광주광역시도시철도공사
181,106,금남로5가역,S2901,광주도시철도 1호선,일반역,,,35.1537137,126.910933,광주광역시 도시철도공사,광주광역시 북구 금남로 지하 138(북동),B551232,광주광역시도시철도공사
182,107,양동시장역,S2901,광주도시철도 1호선,일반역,,,35.154176,126.904489,광주광역시 도시철도공사,광주광역시 서구 경열로 지하 152(양동),B551232,광주광역시도시철도공사
183,108,돌고개역,S2901,광주도시철도 1호선,일반역,,,35.152047,126.895637,광주광역시 도시철도공사,광주광역시 서구 경열로 지하 87(농성동),B551232,광주광역시도시철도공사
184,109,농성역,S2901,광주도시철도 1호선,일반역,,,35.153563,126.883973,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 1123(농성동),B551232,광주광역시도시철도공사
185,110,화정역,S2901,광주도시철도 1호선,일반역,,,35.150381,126.877698,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 1041(화정동),B551232,광주광역시도시철도공사
186,111,쌍촌역,S2901,광주도시철도 1호선,일반역,,,35.151793,126.869519,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 983(쌍촌동),B551232,광주광역시도시철도공사
187,112,운천역,S2901,광주도시철도 1호선,일반역,,,35.150486,126.858694,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 883(쌍촌동),B551232,광주광역시도시철도공사
188,113,상무역,S2901,광주도시철도 1호선,일반역,,,35.146784,126.848641,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 777(마륵동),B551232,광주광역시도시철도공사
189,114,김대중컨벤션센터(마륵)역,S2901,광주도시철도 1호선,일반역,,,35.143214,126.841442,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 705(마륵동),B551232,광주광역시도시철도공사
190,101,신평역,S2601,부산도시철도 1호선,일반역,,,35.095179,128.960564,부산교통공사,부산광역시 사하구 하신번영로 140,B551542,부산교통공사
191,100,동매역,S2601,부산도시철도 1호선,일반역,,,35.048621,128.965908,부산교통공사,부산광역시 사하구 신산로 지하 168,B551542,부산교통공사
192,99,장림역,S2601,부산도시철도 1호선,일반역,,,35.057419,128.971279,부산교통공사,부산광역시 사하구 다대로 지하 230,B551542,부산교통공사
193,98,신장림역,S2601,부산도시철도 1호선,일반역,,,35.065265,128.979873,부산교통공사,부산광역시 사하구 다대로 지하 310,B551542,부산교통공사
194,97,낫개역,S2601,부산도시철도 1호선,일반역,,,35.074433,128.977041,부산교통공사,부산광역시 사하구 다대로 지하 422,B551542,부산교통공사
195,96,다대포항역,S2601,부산도시철도 1호선,일반역,,,35.081631,128.977636,부산교통공사,부산광역시 사하구 다대로 지하 548,B551542,부산교통공사
196,95,다대포해수욕장,S2601,부산도시철도 1호선,일반역,,,35.089951,128.973971,부산교통공사,부산광역시 사하구 다대로 지하 692,B551542,부산교통공사
197,0150,서울역,S1101,서울 도시철도 1호선,환승역,S1104+I4107,서울 도시철도 4호선+경의중앙선,37.55575305,126.9724563,서울교통공사,서울특별시 중구 세종대로 지하 2 (남대문로 5가),B553766,서울교통공사
198,0151,시청,S1101,서울 도시철도 1호선,환승역,S1102,서울 도시철도 2호선,37.56471664,126.9767513,서울교통공사,서울특별시 중구 세종대로 지하 101 (정동),B553766,서울교통공사
199,0152,종각,S1101,서울 도시철도 1호선,일반역,,,37.57020349,126.9829483,서울교통공사,서울특별시 종로구 종로 지하 55 (종로1가),B553766,서울교통공사
200,0153,종로3가,S1101,서울 도시철도 1호선,환승역,S1103+S1105,서울 도시철도 3호선+서울 도시철도 5호선,37.57139366,126.9914115,서울교통공사,서울특별시 종로구 종로 지하 129 (종로3가),B553766,서울교통공사
201,0154,종로5가,S1101,서울 도시철도 1호선,일반역,,,37.57100685,127.001799,서울교통공사,서울특별시 종로구 종로 지하 216  (종로5가),B553766,서울교통공사
202,115,공항역,S2901,광주도시철도 1호선,일반역,,,35.144179,126.8112104,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 416-99(신촌동),B551232,광주광역시도시철도공사
203,116,송정공원역,S2901,광주도시철도 1호선,일반역,,,35.143565,126.799245,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 314-99(송정동),B551232,광주광역시도시철도공사
204,117,광주송정역,S2901,광주도시철도 1호선,일반역,,,35.137529,126.791488,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 201-99(송정동),B551232,광주광역시도시철도공사
205,118,도산역,S2901,광주도시철도 1호선,일반역,,,35.131713,126.787942,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 125-99(도산동),B551232,광주광역시도시철도공사
206,119,평동역,S2901,광주도시철도 1호선,일반역,,,35.1245829,126.769586,광주광역시 도시철도공사,광주광역시 광산구 평동로 870(월전동),B551232,광주광역시도시철도공사
207,U110,발곡,L4101,의정부경전철,일반역,,,37.7269917,127.0529098,㈜우진메트로,경기도 의정부시 장곡로 258,3820000,경기도 의정부시
208,U111,회룡,L4101,의정부경전철,환승역,S1101+L4101,서울도시철도1호선+의정부경전철,37.7250156,127.0471082,㈜우진메트로,경기도 의정부시 평화로 363,3820000,경기도 의정부시
209,U112,범골,L4101,의정부경전철,일반역,,,37.728796,127.0436639,㈜우진메트로,경기도 의정부시 신흥로 141,3820000,경기도 의정부시
210,U113,경전철의정부,L4101,의정부경전철,일반역,,,37.7373859,127.043314,㈜우진메트로,경기도 의정부시 신흥로 237,3820000,경기도 의정부시
211,U114,의정부시청,L4101,의정부경전철,일반역,,,37.7392416,127.0348664,㈜우진메트로,경기도 의정부시 의정로 69,3820000,경기도 의정부시
212,U115,흥선,L4101,의정부경전철,일반역,,,37.7432842,127.0371212,㈜우진메트로,경기도 의정부시 호국로 1197,3820000,경기도 의정부시
213,U117,의정부중앙,L4101,의정부경전철,일반역,,,37.7436839,127.0496634,㈜우진메트로,경기도 의정부시 호국로 1305,3820000,경기도 의정부시
214,U118,동오,L4101,의정부경전철,일반역,,,37.7452685,127.056979,㈜우진메트로,경기도 의정부시 장곡로 471,3820000,경기도 의정부시
215,U119,새말,L4101,의정부경전철,일반역,,,37.7488688,127.0637846,㈜우진메트로,경기도 의정부시 장곡로 551,3820000,경기도 의정부시
216,U120,경기도청북부청사,L4101,의정부경전철,일반역,,,37.7507731,127.0716075,㈜우진메트로,경기도 의정부시 장곡로 615,3820000,경기도 의정부시
217,U121,효자,L4101,의정부경전철,일반역,,,37.7539992,127.0772808,㈜우진메트로,경기도 의정부시 부용로 159-40,3820000,경기도 의정부시
218,U122,곤제,L4101,의정부경전철,일반역,,,37.7505337,127.083846,㈜우진메트로,경기도 의정부시 천보로 173,3820000,경기도 의정부시
219,U123,어룡,L4101,의정부경전철,일반역,,,37.7426961,127.0852263,㈜우진메트로,경기도 의정부시 충의로 125,3820000,경기도 의정부시
220,U124,송산,L4101,의정부경전철,일반역,,,37.737262,127.0872261,㈜우진메트로,경기도 의정부시 충의로 59,3820000,경기도 의정부시
221,116,부산원동역,k0211,동해선,일반역,,,35.362703,128.920499,한국철도공사,부산시 동래구 안락동 52-2,B551457,한국철도공사
222,336,임진강역,k0203,경의중앙선,일반역,,,37.888364,126.746777,한국철도공사,경기도 파주시 문산읍 임진각로 115(문산읍),B551457,한국철도공사
223,313,서울역(경의선),k0203,경의중앙선,환승역,,경의/1/4,37.554713,126.970787,한국철도공사,서울시 용산구 한강대로 405,B551457,한국철도공사
224,314,신촌역,k0203,경의중앙선,일반역,,,37.559768,126.942308,한국철도공사,서울특별시 서대문구 대현동 74-12,B551457,한국철도공사
225,315,가좌역,k0203,경의중앙선,환승역,,,37.568611,126.914841,한국철도공사,서울시 서대문구 수색로 27(남가좌동),B551457,한국철도공사
226,311,효창공원앞역,k2031,경의중앙선,환승역,,경의중앙/6,37.539289,126.961339,한국철도공사,서울시 용산구 용문동 5-133,B551457,한국철도공사
227,312,공덕역,k0203,경의중앙선,환승역,,5/6/경의중앙,37.542611,126.952134,한국철도공사,서울시 마포구 공덕동 마포대로 자하100,B551457,한국철도공사
228,313,서강대역,k0203,경의중앙선,일반역,,,37.552132,126.935389,한국철도공사,서울시 마포구 서강로 지하118,B551457,한국철도공사
229,314,홍대입구역,k2031,경의중앙선,환승역,,2/공항/경의중앙,37.55808,126.925533,한국철도공사,서울시 마포구 양화로 지하 188,B551457,한국철도공사
230,316,디지털미디어시티역,k0203,경의중앙선,환승역,,6/공항/경의중앙,37.577964,126.900421,한국철도공사,서울시 은평구 수색로 193(수색동 37-2),B551457,한국철도공사
231,317,수색역,k0203,경의중앙선,일반역,,,37.580855,126.895681,한국철도공사,서울시 은평구 수색로 261-1,B551457,한국철도공사
