,사업장명,업태구분명,영업장주변구분명,주소,시도코드,시군구코드,법정동코드
4238,메아리,룸살롱,학교정화(상대),경기도 안성시,31,31220,4155000000
4239,하모니노래빠,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4240,도원노래빠,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4241,야래향 노래빠,룸살롱,학교정화(상대),경기도 안성시,31,31220,4155000000
4242,춘향이,룸살롱,학교정화(상대),경기도 안성시,31,31220,4155000000
4243,카카오빠,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4244,다경노래빠,룸살롱,유흥업소밀집지역,경기도 안성시,31,31220,4155000000
4245,MBC노래빠,룸살롱,기타,경기도 안성시,31,31220,4155000000
4246,아리랑노래빠,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4247,신사노래주점,룸살롱,학교정화(상대),경기도 안성시,31,31220,4155000000
4248,태리나,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4249,아우디 노래빠,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4250,에이스노래홀,룸살롱,기타,경기도 안성시,31,31220,4155000000
4251,세븐노래빠,룸살롱,기타,경기도 안성시,31,31220,4155000000
4252,콘서트 7080,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4253,락.퓨전노래타운,룸살롱,유흥업소밀집지역,경기도 안성시,31,31220,4155000000
4254,힐링노래홀,룸살롱,유흥업소밀집지역,경기도 안성시,31,31220,4155000000
4255,궁노래홀,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4256,쑈킹노래빠,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4257,에쿠스,룸살롱,미분류,경기도 안성시,31,31220,4155000000
4258,대월,룸살롱,기타,경기도 안성시,31,31220,4155000000
4259,황금노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4260,나우베스트,룸살롱,학교정화(상대),경기도 안양시,31,31041,4117000000
4261,여인천하,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4262,패션노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4263,샛별,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4264,뉴리치,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4265,호정앤더킹,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4266,모아,간이주점,기타,경기도 안양시,31,31041,4117000000
4267,디바노래빠주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4268,다모아,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4269,썬스타,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4270,에이스,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4271,금강광장,간이주점,미분류,경기도 안양시,31,31041,4117000000
4272,초코렛,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4273,카스노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4274,이플러스,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4275,오케이노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4276,불꽃,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4277,하트노래바,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4278,체리노래빠,기타,미분류,경기도 안양시,31,31041,4117000000
4279,리나짱가요주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4280,제우스노래빠주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4281,투스,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4282,싯바,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4283,뽀뽀,간이주점,미분류,경기도 안양시,31,31041,4117000000
4284,코주부주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4285,장터7080라이브,카바레,미분류,경기도 안양시,31,31041,4117000000
4286,영자노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4287,소리새유흥주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4288,안양별밤,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4289,짝노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4290,올레,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4291,궁전노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4292,신성노래콜,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4293,쉘부르7080라이브,간이주점,미분류,경기도 안양시,31,31041,4117000000
4294,너와나,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4295,킹덤,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4296,호박,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4297,설탕,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4298,백설노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4299,타임,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4300,미소노래광장,기타,미분류,경기도 안양시,31,31041,4117000000
4301,엑스오노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4302,유쾌한노래바,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4303,루나슈,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4304,로망,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4305,프리걸,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4306,라이브클럽둥근소리,간이주점,미분류,경기도 안양시,31,31041,4117000000
4307,엘.에이,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4308,파타야,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4309,애플노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4310,거래처,룸살롱,기타,경기도 안양시,31,31041,4117000000
4311,유학생노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4312,벤허,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4313,헤븐라이브(Heaven Live),간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4314,나래,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4315,아락노래주점빠,기타,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4316,비타민,간이주점,미분류,경기도 안양시,31,31041,4117000000
4317,찐노래빠,기타,미분류,경기도 안양시,31,31041,4117000000
4318,야화노래빠,기타,기타,경기도 안양시,31,31041,4117000000
4319,미리내바유흥주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4320,채플린라이브,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4321,봉지,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4322,주가락,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4323,갤럭시노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4324,홍시,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4325,벤츠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4326,달보드레,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4327,두꺼비,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4328,가요노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4329,쩜오싸롱,룸살롱,학교정화(절대),경기도 안양시,31,31041,4117000000
4330,별라이브,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4331,섹시,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4332,로또,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4333,토토,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4334,조은날,룸살롱,기타,경기도 안양시,31,31041,4117000000
4335,장녹수,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4336,링코노래타운1,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4337,하이트노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4338,샤방샤방,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4339,보스,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4340,광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4341,여왕벌,기타,미분류,경기도 안양시,31,31041,4117000000
4342,터치,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4343,센스노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4344,민노래빠,간이주점,미분류,경기도 안양시,31,31041,4117000000
4345,쥴리,룸살롱,기타,경기도 안양시,31,31041,4117000000
4346,동경노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4347,에이스,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4348,럭셔리,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4349,바나나노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4350,오케이(OK) 노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4351,로즈,기타,학교정화(상대),경기도 안양시,31,31041,4117000000
4352,체리,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4353,테마노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4354,명성노래광장,룸살롱,주택가주변,경기도 안양시,31,31041,4117000000
4355,오스카광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4356,커플,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4357,탑노래주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4358,한국관 스텐드빠,간이주점,미분류,경기도 안양시,31,31041,4117000000
4359,배트맨노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4360,로디우스,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4361,대박라이브,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4362,황진이노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4363,킹노래주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4364,채희룸가요주점,간이주점,미분류,경기도 안양시,31,31041,4117000000
4365,프랜드노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4366,버킹검,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4367,연7080라이브,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4368,타임노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4369,뮤직가요,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4370,붐노래빠,기타,기타,경기도 안양시,31,31041,4117000000
4371,유라이브,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4372,더궁노래타운,기타,학교정화(상대),경기도 안양시,31,31041,4117000000
4373,초원노래바,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4374,딸기,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4375,백악관,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4376,스타노래바,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4377,샤인노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4378,카니발,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4379,쑈킹 미인빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4380,야인노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4381,쌤,카바레,미분류,경기도 안양시,31,31041,4117000000
4382,오케이노래주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4383,설렘,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4384,앵콜노래짱,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4385,게임포차썸,고고(디스코)클럽,미분류,경기도 안양시,31,31041,4117000000
4386,베트남노래빠2,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4387,파티노래바,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4388,가요톱텐,룸살롱,기타,경기도 안양시,31,31041,4117000000
4389,팡팡노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4390,야화,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4391,로또노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4392,명작111,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4393,백악관,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4394,킹덤,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4395,골든벨노래광장주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4396,도쿄,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4397,궁(평촌역),룸살롱,미분류,경기도 안양시,31,31041,4117000000
4398,리나,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4399,휴,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4400,벤노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4401,딸기,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4402,찐찐노래빠,노래클럽,미분류,경기도 안양시,31,31041,4117000000
4403,티파니,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4404,여우노래바,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4405,탭(TAP),룸살롱,미분류,경기도 안양시,31,31041,4117000000
4406,옥녀노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4407,멜론,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4408,키스룸클럽,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4409,개구리,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4410,모래시계노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4411,에쿠스,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4412,탱탱,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4413,보이스노래광장,노래클럽,미분류,경기도 안양시,31,31041,4117000000
4414,신나라노래광장,룸살롱,기타,경기도 안양시,31,31041,4117000000
4415,씨씨클럽,노래클럽,미분류,경기도 안양시,31,31041,4117000000
4416,일번지,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4417,헤라노래바주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4418,지준코소주호프노래타운,간이주점,미분류,경기도 안양시,31,31041,4117000000
4419,샤방샤방,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4420,비너스룸빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4421,청화대노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4422,코코아,룸살롱,기타,경기도 안양시,31,31041,4117000000
4423,거화,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4424,글래머노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4425,지니라이브,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4426,평촌노래타운,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4427,엔츠노래타운,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4428,샤인노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4429,솜사탕,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4430,팡팡노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4431,에스비에스노래빠주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4432,히트노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4433,일번지7080나이트클럽,간이주점,미분류,경기도 안양시,31,31041,4117000000
4434,놀이터라이브,노래클럽,미분류,경기도 안양시,31,31041,4117000000
4435,부킹,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4436,베트남노래클럽,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4437,대박,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4438,루비노래삐,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4439,버킹검2,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4440,비너스,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4441,호정,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4442,코코,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4443,신화,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4444,땡큐노래주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4445,코코유흥주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4446,콩밭,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4447,솔솔,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4448,비즈니스룸빠,비어(바)살롱,미분류,경기도 안양시,31,31041,4117000000
4449,슈퍼모델,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4450,카라,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4451,시네마 노래주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4452,커플노래팜파노가요주점7080라이브,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4453,삼천궁녀,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4454,뽕밭,기타,기타,경기도 안양시,31,31041,4117000000
4455,더킹즈,기타,미분류,경기도 안양시,31,31041,4117000000
4456,키스,기타,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4457,야성,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4458,호박,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4459,발리노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4460,한국관,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4461,스캔들,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4462,알라딘,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4463,궁노래빠,비어(바)살롱,기타,경기도 안양시,31,31041,4117000000
4464,콘서트7080,간이주점,미분류,경기도 안양시,31,31041,4117000000
4465,영웅,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4466,어우동,비어(바)살롱,미분류,경기도 안양시,31,31041,4117000000
4467,유진노래바,기타,기타,경기도 안양시,31,31041,4117000000
4468,캐슬노래광장주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4469,해주,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4470,스캔들,간이주점,미분류,경기도 안양시,31,31041,4117000000
4471,아방궁,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4472,광장노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4473,도화주,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4474,요준코,기타,미분류,경기도 안양시,31,31041,4117000000
4475,부킹노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4476,베트남노래빠,간이주점,미분류,경기도 안양시,31,31041,4117000000
4477,브이아이피,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4478,킹콩노래빠,기타,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4479,콘서트노래광장,기타,학교정화(상대),경기도 안양시,31,31041,4117000000
4480,광장노래주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4481,갤러리,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4482,뮤즈,기타,미분류,경기도 안양시,31,31041,4117000000
4483,뽕밭,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4484,우주노래빠,간이주점,미분류,경기도 안양시,31,31041,4117000000
4485,야광,간이주점,미분류,경기도 안양시,31,31041,4117000000
4486,훼밀리노래빠주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4487,로제,기타,미분류,경기도 안양시,31,31041,4117000000
4488,알프스노래광장주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4489,만남노래광장주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4490,딸기,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4491,하이웨이,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4492,오예,간이주점,미분류,경기도 안양시,31,31041,4117000000
4493,O.K 뱅크,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4494,제우스노래존주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4495,니나노노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4496,슈퍼스타노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4497,나우노래광장주점,기타,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4498,텐프로,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4499,천지노래주점,룸살롱,기타,경기도 안양시,31,31041,4117000000
4500,솔솔,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4501,건배,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4502,센스,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4503,와와노래광장주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4504,남부클럽,카바레,미분류,경기도 안양시,31,31041,4117000000
4505,황제가요주점,카바레,미분류,경기도 안양시,31,31041,4117000000
4506,두리랑,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4507,티파니,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4508,몰트,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4509,퀸,카바레,미분류,경기도 안양시,31,31041,4117000000
4510,다나원룸,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4511,영심이 노래주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4512,아미가,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4513,식스나인,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4514,보물섬,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4515,링코노래타운2,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4516,유화노래광장,기타,미분류,경기도 안양시,31,31041,4117000000
4517,영심이노래바,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4518,국빈노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4519,베트남노래바,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4520,매너노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4521,파티25,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4522,양지,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4523,영심이가요주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4524,야미,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4525,콜노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4526,놀자,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4527,7080라이브바,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4528,쌰방노래광장,룸살롱,학교정화(상대),경기도 안양시,31,31041,4117000000
4529,예준코,고고(디스코)클럽,미분류,경기도 안양시,31,31041,4117000000
4530,한강노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4531,부킹노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4532,사랑노래,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4533,걸스노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4534,딸기노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4535,해적노래타운,노래클럽,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4536,태양노래빠,룸살롱,기타,경기도 안양시,31,31041,4117000000
4537,락스타,고고(디스코)클럽,미분류,경기도 안양시,31,31041,4117000000
4538,빙고노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4539,글래머빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4540,케이투,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4541,로즈,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4542,월드,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4543,101노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4544,에스(S)노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4545,호수노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4546,탑2노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4547,낑깡,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4548,비행기,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4549,옥녀노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4550,나성노래광장주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4551,오페라주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4552,짝노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4553,미술관,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4554,락노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4555,쇼킹,카바레,미분류,경기도 안양시,31,31041,4117000000
4556,영심이 노래광장주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4557,망고노래바,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4558,초이스노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4559,반지,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4560,귀빈노래빠,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4561,에코라이브,간이주점,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4562,목화노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4563,오렌지,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4564,썬클럽,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4565,별천지,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4566,나우로데오,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4567,앵두,비어(바)살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4568,메카노래빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4569,오준코소주호프노래타운,고고(디스코)클럽,미분류,경기도 안양시,31,31041,4117000000
4570,미성가요주점,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4571,황궁노래빠,기타,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4572,미녀노래빠,룸살롱,학교정화(상대),경기도 안양시,31,31041,4117000000
4573,에스빠,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4574,청포,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4575,뉴뽕밭,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4576,불꽃노래광장주점,룸살롱,학교정화(상대),경기도 안양시,31,31041,4117000000
4577,아우라,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4578,불티노래광장,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4579,벌집노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4580,준노래바,룸살롱,기타,경기도 안양시,31,31041,4117000000
4581,다나원노래빠주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4582,젠느,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4583,주가락,간이주점,미분류,경기도 안양시,31,31041,4117000000
4584,호박,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
4585,영구노래광장,룸살롱,미분류,경기도 안양시,31,31041,4117000000
4586,세븐노래주점,룸살롱,유흥업소밀집지역,경기도 안양시,31,31041,4117000000
