시도,행정구역,학제 (학년도기준),학업중단률(%),전년도 학생수,학업중단자 계,유예,면제,자퇴,퇴학,제적
서울,종로구,초등학교,0.8,5192,42,14,28,0,0,0
서울,종로구,중학교,0.9,2793,25,16,9,0,0,0
서울,종로구,고등학교,1,8467,82,0,0,82,0,0
서울,종로구,(일반고),0.8,3531,30,0,0,30,0,0
서울,종로구,(특목고),1.4,1908,26,0,0,26,0,0
서울,종로구,(특성화고),1.1,1310,14,0,0,14,0,0
서울,종로구,(자율고),0.7,1718,12,0,0,12,0,0
서울,종로구,소계,0.9,16452,149,30,37,82,0,0
서울,중구,초등학교,1.5,4990,74,26,48,0,0,0
서울,중구,중학교,0.5,1845,10,7,3,0,0,0
서울,중구,고등학교,0.8,6731,56,0,0,56,0,0
서울,중구,(일반고),1.3,1116,14,0,0,14,0,0
서울,중구,(특목고),0.7,406,3,0,0,3,0,0
서울,중구,(특성화고),1,3587,37,0,0,37,0,0
서울,중구,(자율고),0.1,1622,2,0,0,2,0,0
서울,중구,소계,1,13566,140,33,51,56,0,0
서울,용산구,초등학교,1.6,6870,107,39,68,0,0,0
서울,용산구,중학교,1.3,3512,47,25,22,0,0,0
서울,용산구,고등학교,1.5,5470,84,1,0,83,0,0
서울,용산구,(일반고),1.7,3197,54,1,0,53,0,0
서울,용산구,(특성화고),1.6,1857,30,0,0,30,0,0
서울,용산구,(자율고),0,416,,,,,,
서울,용산구,소계,1.5,15852,238,65,90,83,0,0
서울,성동구,초등학교,0.9,10992,100,42,58,0,0,0
서울,성동구,중학교,0.6,4861,27,18,9,0,0,0
서울,성동구,고등학교,1.2,4594,53,1,0,52,0,0
서울,성동구,(일반고),1.1,2068,22,1,0,21,0,0
서울,성동구,(특성화고),2,1128,22,0,0,22,0,0
서울,성동구,(자율고),0.6,1398,9,0,0,9,0,0
서울,성동구,소계,0.9,20447,180,61,67,52,0,0
서울,광진구,초등학교,0.8,14257,108,53,55,0,0,0
서울,광진구,중학교,0.6,7337,45,33,12,0,0,0
서울,광진구,고등학교,0.8,7378,62,0,0,62,0,0
서울,광진구,(일반고),0.9,5024,43,0,0,43,0,0
서울,광진구,(특목고),1,1838,19,0,0,19,0,0
서울,광진구,(자율고),0,516,,,,,,
서울,광진구,소계,0.7,28972,215,86,67,62,0,0
서울,동대문구,초등학교,0.4,13157,55,26,29,0,0,0
서울,동대문구,중학교,0.6,6459,36,28,8,0,0,0
서울,동대문구,고등학교,1,6917,69,0,0,68,1,0
서울,동대문구,(일반고),0.9,3229,30,0,0,30,0,0
서울,동대문구,(특성화고),2.2,1249,27,0,0,27,0,0
서울,동대문구,(자율고),0.5,2439,12,0,0,11,1,0
서울,동대문구,소계,0.6,26533,160,54,37,68,1,0
서울,중랑구,초등학교,0.4,14554,53,24,29,0,0,0
서울,중랑구,중학교,0.3,6649,18,14,4,0,0,0
서울,중랑구,고등학교,0.7,6150,43,0,0,43,0,0
서울,중랑구,(일반고),0.8,3848,32,0,0,32,0,0
서울,중랑구,(특성화고),1,1068,11,0,0,11,0,0
서울,중랑구,(자율고),0,1234,,,,,,
서울,중랑구,소계,0.4,27353,114,38,33,43,0,0
서울,성북구,초등학교,0.5,20086,93,34,59,0,0,0
서울,성북구,중학교,0.5,9526,50,31,19,0,0,0
서울,성북구,고등학교,0.9,8272,76,0,0,76,0,0
서울,성북구,(일반고),1,5588,57,0,0,57,0,0
서울,성북구,(특목고),0.4,1159,5,0,0,5,0,0
서울,성북구,(특성화고),1.4,1012,14,0,0,14,0,0
서울,성북구,(자율고),0,513,,,,,,
서울,성북구,소계,0.6,37884,219,65,78,76,0,0
서울,강북구,초등학교,0.3,9913,28,12,16,0,0,0
서울,강북구,중학교,0.3,6139,20,18,2,0,0,0
서울,강북구,고등학교,1,5346,51,0,0,51,0,0
서울,강북구,(일반고),1.4,3242,45,0,0,45,0,0
서울,강북구,(특성화고),0.9,530,5,0,0,5,0,0
서울,강북구,(자율고),0.1,1574,1,0,0,1,0,0
서울,강북구,소계,0.5,21398,99,30,18,51,0,0
서울,도봉구,초등학교,0.1,14540,20,13,7,0,0,0
서울,도봉구,중학교,0.3,6588,19,17,2,0,0,0
서울,도봉구,고등학교,1.1,6533,70,0,0,70,0,0
서울,도봉구,(일반고),0.7,3688,27,0,0,27,0,0
서울,도봉구,(특목고),1.5,664,10,0,0,10,0,0
서울,도봉구,(특성화고),2.5,1071,27,0,0,27,0,0
서울,도봉구,(자율고),0.5,1110,6,0,0,6,0,0
서울,도봉구,소계,0.4,27661,109,30,9,70,0,0
서울,노원구,초등학교,0.3,25841,77,28,49,0,0,0
서울,노원구,중학교,0.4,15205,58,42,16,0,0,0
서울,노원구,고등학교,1,20032,199,0,0,194,4,1
서울,노원구,(일반고),0.8,13832,116,0,0,113,2,1
서울,노원구,(특성화고),1.5,5658,83,0,0,81,2,0
서울,노원구,(자율고),0,542,,,,,,
서울,노원구,소계,0.5,61078,334,70,65,194,4,1
서울,은평구,초등학교,0.3,20400,62,28,34,0,0,0
서울,은평구,중학교,0.4,10240,41,27,14,0,0,0
서울,은평구,고등학교,1.2,12660,147,0,0,145,2,0
서울,은평구,(일반고),1,8666,89,0,0,89,0,0
서울,은평구,(특성화고),1.5,3380,52,0,0,50,2,0
서울,은평구,(자율고),1,614,6,0,0,6,0,0
서울,은평구,소계,0.6,43300,250,55,48,145,2,0
서울,서대문구,초등학교,0.8,12988,101,30,71,0,0,0
서울,서대문구,중학교,0.5,6057,29,20,9,0,0,0
서울,서대문구,고등학교,0.8,5099,42,0,0,42,0,0
서울,서대문구,(일반고),0.9,3632,32,0,0,32,0,0
서울,서대문구,(특목고),0.3,376,1,0,0,1,0,0
서울,서대문구,(자율고),0.8,1091,9,0,0,9,0,0
서울,서대문구,소계,0.7,24144,172,50,80,42,0,0
서울,마포구,초등학교,0.7,14375,97,41,56,0,0,0
서울,마포구,중학교,0.6,7474,45,33,12,0,0,0
서울,마포구,고등학교,1.1,5972,64,1,0,62,0,1
서울,마포구,(일반고),2,2117,42,1,0,40,0,1
서울,마포구,(특성화고),1.2,1618,20,0,0,20,0,0
서울,마포구,(자율고),0.1,2237,2,0,0,2,0,0
서울,마포구,소계,0.7,27821,206,75,68,62,0,1
서울,양천구,초등학교,0.7,23985,170,87,83,0,0,0
서울,양천구,중학교,0.7,15779,115,67,48,0,0,0
서울,양천구,고등학교,0.9,12351,116,0,0,115,0,1
서울,양천구,(일반고),0.9,9305,81,0,0,80,0,1
서울,양천구,(특성화고),1.8,1216,22,0,0,22,0,0
서울,양천구,(자율고),0.7,1830,13,0,0,13,0,0
서울,양천구,소계,0.8,52115,401,154,131,115,0,1
서울,강서구,초등학교,0.4,26078,99,35,64,0,0,0
서울,강서구,중학교,0.4,10682,38,30,8,0,0,0
서울,강서구,고등학교,1,14998,149,0,0,149,0,0
서울,강서구,(일반고),0.9,10344,90,0,0,90,0,0
서울,강서구,(특목고),1,1309,13,0,0,13,0,0
서울,강서구,(특성화고),1.6,2801,46,0,0,46,0,0
서울,강서구,(자율고),0,544,,,,,,
서울,강서구,소계,0.6,51758,286,65,72,149,0,0
서울,구로구,초등학교,0.5,18180,84,33,51,0,0,0
서울,구로구,중학교,0.4,8026,29,24,5,0,0,0
서울,구로구,고등학교,1,9178,89,0,0,88,1,0
서울,구로구,(일반고),1.1,4434,49,0,0,49,0,0
서울,구로구,(특목고),1.1,1231,14,0,0,14,0,0
서울,구로구,(특성화고),1.3,2073,26,0,0,25,1,0
서울,구로구,(자율고),0,1440,,,,,,
서울,구로구,소계,0.6,35384,202,57,56,88,1,0
서울,금천구,초등학교,0.3,8339,26,12,14,0,0,0
서울,금천구,중학교,0.3,4073,11,8,3,0,0,0
서울,금천구,고등학교,0.5,4085,21,0,0,21,0,0
서울,금천구,(일반고),0.6,2040,13,0,0,13,0,0
서울,금천구,(특목고),0.6,527,3,0,0,3,0,0
서울,금천구,(특성화고),0.6,801,5,0,0,5,0,0
서울,금천구,(자율고),0,717,,,,,,
서울,금천구,소계,0.4,16497,58,20,17,21,0,0
서울,영등포구,초등학교,0.5,13537,73,17,56,0,0,0
서울,영등포구,중학교,0.9,5922,52,29,23,0,0,0
서울,영등포구,고등학교,0.9,5872,54,0,0,52,2,0
서울,영등포구,(일반고),1.2,3712,45,0,0,43,2,0
서울,영등포구,(특성화고),0.3,591,2,0,0,2,0,0
서울,영등포구,(자율고),0.4,1569,7,0,0,7,0,0
서울,영등포구,소계,0.7,25331,179,46,79,52,2,0
서울,동작구,초등학교,0.5,15553,85,40,45,0,0,0
서울,동작구,중학교,0.5,7707,38,29,9,0,0,0
서울,동작구,고등학교,0.8,5900,48,1,0,47,0,0
서울,동작구,(일반고),0.8,4483,37,1,0,36,0,0
서울,동작구,(특성화고),0.8,1417,11,0,0,11,0,0
서울,동작구,소계,0.6,29160,171,70,54,47,0,0
서울,관악구,초등학교,0.3,14410,39,18,21,0,0,0
서울,관악구,중학교,0.3,7124,22,19,3,0,0,0
서울,관악구,고등학교,1.1,9176,103,0,0,103,0,0
서울,관악구,(일반고),1.2,6055,72,0,0,72,0,0
서울,관악구,(특목고),0.9,336,3,0,0,3,0,0
서울,관악구,(특성화고),1.4,2037,28,0,0,28,0,0
서울,관악구,(자율고),0,748,,,,,,
서울,관악구,소계,0.5,30710,164,37,24,103,0,0
서울,서초구,초등학교,1.8,22668,398,180,218,0,0,0
서울,서초구,중학교,1.5,11108,167,109,58,0,0,0
서울,서초구,고등학교,1.4,9804,138,1,0,136,1,0
서울,서초구,(일반고),1.3,7393,99,1,0,98,0,0
서울,서초구,(특성화고),9,256,23,0,0,22,1,0
서울,서초구,(자율고),0.7,2155,16,0,0,16,0,0
서울,서초구,소계,1.6,43580,703,290,276,136,1,0
서울,강남구,초등학교,1.2,25905,319,140,179,0,0,0
서울,강남구,중학교,1.5,15602,238,148,90,0,0,0
서울,강남구,고등학교,1.3,17837,229,0,1,228,0,0
서울,강남구,(일반고),1.4,12004,172,0,1,171,0,0
서울,강남구,(특목고),0.8,1504,12,0,0,12,0,0
서울,강남구,(특성화고),1.5,884,13,0,0,13,0,0
서울,강남구,(자율고),0.9,3445,32,0,0,32,0,0
서울,강남구,소계,1.3,59344,786,288,270,228,0,0
서울,송파구,초등학교,0.9,31373,284,132,152,0,0,0
서울,송파구,중학교,1,16309,165,119,46,0,0,0
서울,송파구,고등학교,1.1,14537,153,1,0,152,0,0
서울,송파구,(일반고),1,11684,121,1,0,120,0,0
서울,송파구,(특목고),0.5,382,2,0,0,2,0,0
서울,송파구,(특성화고),1.6,1368,22,0,0,22,0,0
서울,송파구,(자율고),0.7,1103,8,0,0,8,0,0
서울,송파구,소계,1,62219,602,252,198,152,0,0
서울,강동구,초등학교,0.5,21353,106,49,57,0,0,0
서울,강동구,중학교,0.5,10064,52,36,16,0,0,0
서울,강동구,고등학교,1.1,10957,123,0,0,122,0,1
서울,강동구,(일반고),1.3,7467,95,0,0,95,0,0
서울,강동구,(특목고),0.9,668,6,0,0,6,0,0
서울,강동구,(특성화고),0.8,1540,13,0,0,12,0,1
서울,강동구,(자율고),0.7,1282,9,0,0,9,0,0
서울,강동구,소계,0.7,42374,281,85,73,122,0,1
서울,소계,초등학교,0.7,409536,2700,1153,1547,0,0,0
서울,소계,중학교,0.7,207081,1397,947,450,0,0,0
서울,소계,고등학교,1,224316,2321,6,1,2299,11,4
서울,소계,(일반고),1.1,141699,1507,6,1,1493,4,3
서울,소계,(특목고),1,12308,117,0,0,117,0,0
서울,소계,(특성화고),1.4,38452,553,0,0,546,6,1
서울,소계,(자율고),0.5,31857,144,0,0,143,1,0
서울,소계,소계,0.8,840933,6418,2106,1998,2299,11,4
부산,중구,초등학교,0.4,1254,5,4,1,0,0,0
부산,중구,중학교,0,251,0,0,0,0,0,0
부산,중구,고등학교,1.1,1758,20,0,0,20,0,0
부산,중구,(일반고),0.6,1424,8,0,0,8,0,0
부산,중구,(특성화고),3.6,334,12,0,0,12,0,0
부산,중구,소계,0.8,3263,25,4,1,20,0,0
부산,서구,초등학교,0.3,3677,10,7,3,0,0,0
부산,서구,중학교,0.3,2572,9,6,3,0,0,0
부산,서구,고등학교,1.4,2483,34,0,0,32,2,0
부산,서구,(일반고),0.8,1075,9,0,0,9,0,0
부산,서구,(특성화고),2.7,859,23,0,0,21,2,0
부산,서구,(자율고),0.4,549,2,0,0,2,0,0
부산,서구,소계,0.6,8732,53,13,6,32,2,0
부산,동구,초등학교,0.2,2524,5,3,2,0,0,0
부산,동구,중학교,0.5,1455,8,6,2,0,0,0
부산,동구,고등학교,1.1,2657,28,0,0,28,0,0
부산,동구,(일반고),0.7,2048,15,0,0,15,0,0
부산,동구,(특성화고),2.1,609,13,0,0,13,0,0
부산,동구,소계,0.6,6636,41,9,4,28,0,0
부산,영도구,초등학교,0.2,3808,8,6,2,0,0,0
부산,영도구,중학교,0.3,1998,6,4,2,0,0,0
부산,영도구,고등학교,1.4,2662,38,0,0,37,1,0
부산,영도구,(일반고),2,306,6,0,0,6,0,0
부산,영도구,(특목고),0.9,749,7,0,0,7,0,0
부산,영도구,(특성화고),2.8,820,23,0,0,22,1,0
부산,영도구,(자율고),0.3,787,2,0,0,2,0,0
부산,영도구,소계,0.6,8468,52,10,4,37,1,0
부산,부산진구,초등학교,0.2,14931,34,15,19,0,0,0
부산,부산진구,중학교,0.2,7230,17,14,3,0,0,0
부산,부산진구,고등학교,0.9,9326,87,2,2,79,4,0
부산,부산진구,(일반고),0.6,4054,24,0,0,24,0,0
부산,부산진구,(특목고),0.6,905,5,0,0,5,0,0
부산,부산진구,(특성화고),1.5,3322,50,1,2,43,4,0
부산,부산진구,(자율고),0.8,1045,8,1,0,7,0,0
부산,부산진구,소계,0.4,31487,138,31,24,79,4,0
부산,동래구,초등학교,0.4,13073,51,16,35,0,0,0
부산,동래구,중학교,0.3,7277,22,17,5,0,0,0
부산,동래구,고등학교,0.9,8661,77,0,0,76,1,0
부산,동래구,(일반고),0.7,6881,47,0,0,47,0,0
부산,동래구,(특성화고),2.6,1136,30,0,0,29,1,0
부산,동래구,(자율고),0,644,,,,,,
부산,동래구,소계,0.5,29011,150,33,40,76,1,0
부산,남구,초등학교,0.7,12484,89,49,40,0,0,0
부산,남구,중학교,0.4,6676,26,17,9,0,0,0
부산,남구,고등학교,1.7,7163,124,0,0,124,0,0
부산,남구,(일반고),1.3,3953,52,0,0,52,0,0
부산,남구,(특목고),0.8,479,4,0,0,4,0,0
부산,남구,(특성화고),3.1,2226,68,0,0,68,0,0
부산,남구,(자율고),0,505,,,,,,
부산,남구,소계,0.9,26323,239,66,49,124,0,0
부산,북구,초등학교,0.2,12712,20,9,11,0,0,0
부산,북구,중학교,0.2,6450,16,9,7,0,0,0
부산,북구,고등학교,0.5,5362,27,0,0,27,0,0
부산,북구,(일반고),0.5,5362,27,0,0,27,0,0
부산,북구,소계,0.3,24524,63,18,18,27,0,0
부산,해운대구,초등학교,0.5,19600,107,60,47,0,0,0
부산,해운대구,중학교,0.6,10494,59,50,9,0,0,0
부산,해운대구,고등학교,1.4,8802,123,0,0,121,2,0
부산,해운대구,(일반고),1.2,5551,65,0,0,65,0,0
부산,해운대구,(특목고),0.9,902,8,0,0,8,0,0
부산,해운대구,(특성화고),2.4,1874,45,0,0,43,2,0
부산,해운대구,(자율고),1.1,475,5,0,0,5,0,0
부산,해운대구,소계,0.7,38896,289,110,56,121,2,0
부산,사하구,초등학교,0.2,14073,31,10,21,0,0,0
부산,사하구,중학교,0.4,6580,24,19,5,0,0,0
부산,사하구,고등학교,0.9,7495,67,1,0,60,6,0
부산,사하구,(일반고),0.7,4418,30,0,0,29,1,0
부산,사하구,(특목고),0.6,1204,7,0,0,7,0,0
부산,사하구,(특성화고),2.3,1119,26,0,0,22,4,0
부산,사하구,(자율고),0.5,754,4,1,0,2,1,0
부산,사하구,소계,0.4,28148,122,30,26,60,6,0
부산,금정구,초등학교,0.3,9608,32,16,16,0,0,0
부산,금정구,중학교,0.4,5285,23,21,2,0,0,0
부산,금정구,고등학교,1,7478,72,0,0,70,0,2
부산,금정구,(일반고),0.9,4097,36,0,0,36,0,0
부산,금정구,(특목고),1,1885,19,0,0,17,0,2
부산,금정구,(특성화고),1.1,1496,17,0,0,17,0,0
부산,금정구,소계,0.6,22371,127,37,18,70,0,2
부산,강서구,초등학교,0.7,10234,67,48,19,0,0,0
부산,강서구,중학교,0.6,3043,19,16,3,0,0,0
부산,강서구,고등학교,0.7,2052,15,0,0,15,0,0
부산,강서구,(일반고),0.7,2011,14,0,0,14,0,0
부산,강서구,(특목고),-,-,1,0,0,1,0,0
부산,강서구,(특성화고),0,41,,,,,,
부산,강서구,소계,0.7,15329,101,64,22,15,0,0
부산,연제구,초등학교,0.3,9631,30,3,27,0,0,0
부산,연제구,중학교,0.2,3693,8,7,1,0,0,0
부산,연제구,고등학교,1,2388,25,0,0,25,0,0
부산,연제구,(일반고),0.9,685,6,0,0,6,0,0
부산,연제구,(특목고),0.6,724,4,0,0,4,0,0
부산,연제구,(특성화고),1.7,402,7,0,0,7,0,0
부산,연제구,(자율고),1.4,577,8,0,0,8,0,0
부산,연제구,소계,0.4,15712,63,10,28,25,0,0
부산,수영구,초등학교,0.5,6100,30,10,20,0,0,0
부산,수영구,중학교,0.4,2670,12,11,1,0,0,0
부산,수영구,고등학교,1,2498,24,0,0,24,0,0
부산,수영구,(일반고),0.9,1923,18,0,0,18,0,0
부산,수영구,(특성화고),1,575,6,0,0,6,0,0
부산,수영구,소계,0.6,11268,66,21,21,24,0,0
부산,사상구,초등학교,0.2,8006,17,8,9,0,0,0
부산,사상구,중학교,0.3,3326,10,9,1,0,0,0
부산,사상구,고등학교,0.6,2505,16,0,0,15,1,0
부산,사상구,(일반고),0.7,982,7,0,0,7,0,0
부산,사상구,(특성화고),1.9,413,8,0,0,7,1,0
부산,사상구,(자율고),0.1,1110,1,0,0,1,0,0
부산,사상구,소계,0.3,13837,43,17,10,15,1,0
부산,기장군,초등학교,0.4,11812,52,15,37,0,0,0
부산,기장군,중학교,0.4,4749,18,15,3,0,0,0
부산,기장군,고등학교,0.9,3283,28,0,0,27,1,0
부산,기장군,(일반고),0.9,3283,28,0,0,27,1,0
부산,기장군,소계,0.5,19844,98,30,40,27,1,0
부산,소계,초등학교,0.4,153527,588,279,309,0,0,0
부산,소계,중학교,0.4,73749,277,221,56,0,0,0
부산,소계,고등학교,1.1,76573,805,3,2,780,18,2
부산,소계,(일반고),0.8,48053,392,0,0,390,2,0
부산,소계,(특목고),0.8,6848,55,0,0,53,0,2
부산,소계,(특성화고),2.2,15226,328,1,2,310,15,0
부산,소계,(자율고),0.5,6446,30,2,0,27,1,0
부산,소계,소계,0.5,303849,1670,503,367,780,18,2
대구,중구,초등학교,0.2,4254,8,4,4,0,0,0
대구,중구,중학교,0.2,1879,4,3,1,0,0,0
대구,중구,고등학교,0.9,3151,29,0,0,29,0,0
대구,중구,(일반고),1.4,1455,20,0,0,20,0,0
대구,중구,(특성화고),0.8,782,6,0,0,6,0,0
대구,중구,(자율고),0.3,914,3,0,0,3,0,0
대구,중구,소계,0.4,9284,41,7,5,29,0,0
대구,동구,초등학교,0.3,16676,52,30,22,0,0,0
대구,동구,중학교,0.5,5683,26,17,9,0,0,0
대구,동구,고등학교,1.8,6459,115,0,1,107,7,0
대구,동구,(일반고),0.9,2782,26,0,0,26,0,0
대구,동구,(특목고),2,545,11,0,0,11,0,0
대구,동구,(특성화고),3.1,2382,74,0,1,66,7,0
대구,동구,(자율고),0.5,750,4,0,0,4,0,0
대구,동구,소계,0.7,28818,193,47,32,107,7,0
대구,서구,초등학교,0.2,5445,9,3,6,0,0,0
대구,서구,중학교,0.2,2505,6,5,1,0,0,0
대구,서구,고등학교,1.9,4285,80,0,0,77,3,0
대구,서구,(일반고),1,1259,12,0,0,12,0,0
대구,서구,(특성화고),9.3,653,61,0,0,58,3,0
대구,서구,(자율고),0.3,2373,7,0,0,7,0,0
대구,서구,소계,0.8,12235,95,8,7,77,3,0
대구,남구,초등학교,0.2,4251,8,7,1,0,0,0
대구,남구,중학교,0.2,2506,6,4,2,0,0,0
대구,남구,고등학교,1.3,5694,74,0,0,74,0,0
대구,남구,(일반고),0.9,1287,12,0,0,12,0,0
대구,남구,(특목고),0.8,1297,10,0,0,10,0,0
대구,남구,(특성화고),2.2,2362,52,0,0,52,0,0
대구,남구,(자율고),0,748,,,,,,
대구,남구,소계,0.7,12451,88,11,3,74,0,0
대구,북구,초등학교,0.1,21942,32,12,20,0,0,0
대구,북구,중학교,0.2,12222,26,21,5,0,0,0
대구,북구,고등학교,0.7,10388,75,0,0,75,0,0
대구,북구,(일반고),0.8,7798,62,0,0,62,0,0
대구,북구,(특목고),2.8,181,5,0,0,5,0,0
대구,북구,(특성화고),2,345,7,0,0,7,0,0
대구,북구,(자율고),0,2064,1,0,0,1,0,0
대구,북구,소계,0.3,44552,133,33,25,75,0,0
대구,수성구,초등학교,0.4,23136,89,38,51,0,0,0
대구,수성구,중학교,0.5,15789,80,63,17,0,0,0
대구,수성구,고등학교,0.9,14030,133,1,0,131,1,0
대구,수성구,(일반고),0.8,11493,97,0,0,97,0,0
대구,수성구,(특목고),1.1,629,7,1,0,6,0,0
대구,수성구,(특성화고),2.4,1142,27,0,0,26,1,0
대구,수성구,(자율고),0.3,766,2,0,0,2,0,0
대구,수성구,소계,0.6,52955,302,102,68,131,1,0
대구,달서구,초등학교,0.2,30392,66,34,32,0,0,0
대구,달서구,중학교,0.2,15475,32,26,6,0,0,0
대구,달서구,고등학교,1,17842,181,0,0,180,1,0
대구,달서구,(일반고),1,9744,95,0,0,95,0,0
대구,달서구,(특목고),0.6,1288,8,0,0,8,0,0
대구,달서구,(특성화고),1.7,3901,66,0,0,65,1,0
대구,달서구,(자율고),0.4,2909,12,0,0,12,0,0
대구,달서구,소계,0.4,63709,279,60,38,180,1,0
대구,달성군,초등학교,0.2,16491,28,15,13,0,0,0
대구,달성군,중학교,0.4,6504,27,19,8,0,0,0
대구,달성군,고등학교,0.6,3958,25,0,0,25,0,0
대구,달성군,(일반고),0.6,3501,21,0,0,21,0,0
대구,달성군,(특목고),0.6,179,1,0,0,1,0,0
대구,달성군,(특성화고),-,-,0,0,0,0,0,0
대구,달성군,(자율고),1.1,278,3,0,0,3,0,0
대구,달성군,소계,0.3,26953,80,34,21,25,0,0
대구,소계,초등학교,0.2,122587,292,143,149,0,0,0
대구,소계,중학교,0.3,62563,207,158,49,0,0,0
대구,소계,고등학교,1.1,65807,712,1,1,698,12,0
대구,소계,(일반고),0.9,39319,345,0,0,345,0,0
대구,소계,(특목고),1,4119,42,1,0,41,0,0
대구,소계,(특성화고),2.5,11567,293,0,1,280,12,0
대구,소계,(자율고),0.3,10802,32,0,0,32,0,0
대구,소계,소계,0.5,250957,1211,302,199,698,12,0
인천,중구,초등학교,0.3,8455,22,14,8,0,0,0
인천,중구,중학교,0.2,4500,10,8,2,0,0,0
인천,중구,고등학교,1.2,7856,94,0,0,87,7,0
인천,중구,(일반고),1.4,3092,43,0,0,41,2,0
인천,중구,(특목고),0.4,956,4,0,0,4,0,0
인천,중구,(특성화고),1.4,2333,32,0,0,27,5,0
인천,중구,(자율고),1,1475,15,0,0,15,0,0
인천,중구,소계,0.6,20811,126,22,10,87,7,0
인천,동구,초등학교,0.2,3485,6,4,2,0,0,0
인천,동구,중학교,0.3,1173,3,1,2,0,0,0
인천,동구,고등학교,0.7,1881,14,0,0,14,0,0
인천,동구,(일반고),1,506,5,0,0,5,0,0
인천,동구,(특성화고),0.7,1375,9,0,0,9,0,0
인천,동구,소계,0.4,6539,23,5,4,14,0,0
인천,연수구,초등학교,0.7,24137,163,87,76,0,0,0
인천,연수구,중학교,0.9,11618,102,69,33,0,0,0
인천,연수구,고등학교,1.2,11212,131,0,0,131,0,0
인천,연수구,(일반고),1.2,8188,97,0,0,97,0,0
인천,연수구,(특목고),0,229,0,0,0,0,0,0
인천,연수구,(특성화고),1.5,2157,32,0,0,32,0,0
인천,연수구,(자율고),0.3,638,2,0,0,2,0,0
인천,연수구,소계,0.8,46967,396,156,109,131,0,0
인천,미추홀구,초등학교,0.3,17543,44,31,13,0,0,0
인천,미추홀구,중학교,0.2,7591,17,16,1,0,0,0
인천,미추홀구,고등학교,1.4,9244,125,1,0,119,5,0
인천,미추홀구,(일반고),0.9,5605,48,1,0,47,0,0
인천,미추홀구,(특목고),0.9,465,4,0,0,4,0,0
인천,미추홀구,(특성화고),2.3,3174,73,0,0,68,5,0
인천,미추홀구,소계,0.5,34378,186,48,14,119,5,0
인천,남동구,초등학교,0.2,29286,69,28,41,0,0,0
인천,남동구,중학교,0.4,14360,51,41,10,0,0,0
인천,남동구,고등학교,0.7,11229,84,0,0,84,0,0
인천,남동구,(일반고),0.8,8880,71,0,0,71,0,0
인천,남동구,(특목고),0.6,1030,6,0,0,6,0,0
인천,남동구,(특성화고),0.6,619,4,0,0,4,0,0
인천,남동구,(자율고),0.4,700,3,0,0,3,0,0
인천,남동구,소계,0.4,54875,204,69,51,84,0,0
인천,부평구,초등학교,0.2,23670,56,28,28,0,0,0
인천,부평구,중학교,0.2,12176,30,23,7,0,0,0
인천,부평구,고등학교,0.8,10909,82,1,0,81,0,0
인천,부평구,(일반고),0.6,7859,50,1,0,49,0,0
인천,부평구,(특목고),0.9,815,7,0,0,7,0,0
인천,부평구,(특성화고),1.3,1670,21,0,0,21,0,0
인천,부평구,(자율고),0.7,565,4,0,0,4,0,0
인천,부평구,소계,0.4,46755,168,52,35,81,0,0
인천,계양구,초등학교,0.2,14220,35,17,18,0,0,0
인천,계양구,중학교,0.2,7313,15,11,4,0,0,0
인천,계양구,고등학교,0.5,6914,38,0,0,38,0,0
인천,계양구,(일반고),0.5,5511,30,0,0,30,0,0
인천,계양구,(특성화고),0.6,704,4,0,0,4,0,0
인천,계양구,(자율고),0.6,699,4,0,0,4,0,0
인천,계양구,소계,0.3,28447,88,28,22,38,0,0
인천,서구,초등학교,0.3,33240,115,79,36,0,0,0
인천,서구,중학교,0.3,16029,47,37,10,0,0,0
인천,서구,고등학교,0.8,13731,104,1,0,103,0,0
인천,서구,(일반고),0.7,11258,78,0,0,78,0,0
인천,서구,(특목고),0.4,284,1,0,0,1,0,0
인천,서구,(특성화고),1.1,2189,25,1,0,24,0,0
인천,서구,소계,0.4,63000,266,117,46,103,0,0
인천,강화군,초등학교,0.2,2337,5,2,3,0,0,0
인천,강화군,중학교,0.2,1333,3,3,0,0,0,0
인천,강화군,고등학교,0.7,1669,11,0,0,11,0,0
인천,강화군,(일반고),0.8,768,6,0,0,6,0,0
인천,강화군,(특성화고),0.9,448,4,0,0,4,0,0
인천,강화군,(자율고),0.2,453,1,0,0,1,0,0
인천,강화군,소계,0.4,5339,19,5,3,11,0,0
인천,옹진군,초등학교,0.7,555,4,2,2,0,0,0
인천,옹진군,중학교,0.4,253,1,1,0,0,0,0
인천,옹진군,고등학교,0.4,241,1,0,0,1,0,0
인천,옹진군,(일반고),0.4,241,1,0,0,1,0,0
인천,옹진군,소계,0.6,1049,6,3,2,1,0,0
인천,소계,초등학교,0.3,156928,519,292,227,0,0,0
인천,소계,중학교,0.4,76346,279,210,69,0,0,0
인천,소계,고등학교,0.9,74886,684,3,0,669,12,0
인천,소계,(일반고),0.8,51908,429,2,0,425,2,0
인천,소계,(특목고),0.6,3779,22,0,0,22,0,0
인천,소계,(특성화고),1.4,14669,204,1,0,193,10,0
인천,소계,(자율고),0.6,4530,29,0,0,29,0,0
인천,소계,소계,0.5,308160,1482,505,296,669,12,0
광주,동구,초등학교,0.4,3318,14,6,8,0,0,0
광주,동구,중학교,0.3,1618,5,4,1,0,0,0
